observer;recording_file;date;time_start;tree;nest;entry;bird_id;at_nest;in_nest;building;note
Andrés;;29_11_20;10:37;35;;;;;;;
Andrés;;29_11_20;10_39;46;;;X;1;;;
Andrés;;29_11_20;10_39;46;;;un;1;;;
Andrés;;29_11_20;10_39;46;D;2;un;;1;;
Andrés;;29_11_20;10_39;46;I;;PX4;1;;;
Andrés;;29_11_20;10_47;45;;;un;;;;
Andrés;;29_11_20;10_47;45;;;un;;;;
Andrés;;29_11_20;10_47;45;A;1;X;1;1;1;
Andrés;;29_11_20;10_47;45;F;;LXX;1;;1;
Andrés;;29_11_20;10_55;44;;;X;;;;
Andrés;;29_11_20;10_55;44;;;un;;;;
Andrés;;29_11_20;10_55;44;;;un;;;;
Andrés;;29_11_20;10_55;44;;;un;;;;
Andrés;;29_11_20;10_55;44;;;un;;;;
Andrés;;29_11_20;10_55;44;;;X;;;;
Andrés;;29_11_20;11_07;54;A;1;un;;1;;
Andrés;;29_11_20;11_07;54;A;;un;1;;;
Andrés;;29_11_20;11_16;77;A;;;;;;
Andrés;;29_11_20;11_20;71;A;1;K49;;1;;
Andrés;;29_11_20;11_20;71;A;;un;1;;;
Andrés;;29_11_20;11_27;55;A;;un;1;;;
Andrés;;29_11_20;11_27;55;A;;un;1;;;
Andrés;;29_11_20;11_27;55;A;;un;1;;;
Andrés;;29_11_20;11_27;55;A;;S15;1;;;
Andrés;;29_11_20;11_27;55;A;;un;;;;
Andrés;;29_11_20;11_27;55;A;;un;;;;
Andrés;;29_11_20;11_33;56;A;;;;;;
Andrés;;29_11_20;11_34;77;B;;un;1;;;
Andrés;;29_11_20;11_34;77;B;;un;1;;;
Andrés;;29_11_20;11_34;77;B;;un;1;;;
Andrés;;29_11_20;11_34;77;B;1;un;;1;;
Andrés;;29_11_20;11_39;27;A;;S25;1;;1;
Andrés;;29_11_20;11_39;27;A;1;I00;;1;;
Andrés;;29_11_20;11_43;26;A;;un;1;;;
Andrés;;29_11_20;11_43;26;A;1;X;;1;;
Andrés;;29_11_20;11_48;25;B;1;K76;;1;;
Andrés;;29_11_20;11_48;25;B;2;un;;1;;
Andrés;;29_11_20;11_48;25;G;1;X;;1;;sleeping
Andrés;;29_11_20;11_57;23;A;;;;;;
Andrés;;29_11_20;12_12;33;A;;;;;;
Andrés;;29_11_20;12_21;34;A;1;un;;1;;
Andrés;;29_11_20;12_21;34;A;1;un;;1;;
Andrés;;29_11_20;12_29;38;A;;un;1;;;
Andrés;;29_11_20;12_29;38;A;;S10;1;;;
Andrés;;29_11_20;12_29;38;A;;S01;1;;;
Andrés;;29_11_20;12_29;38;A;;S31;1;;;
Andrés;;29_11_20;12_44;39;A;;S18;1;;;
Andrés;;29_11_20;12_48;31;A;1;H40;;1;;
Andrés;;29_11_20;12_55;80;A;;;;;;
Andrés;;29_11_20;12_57;79;A;;;;;;
Andrés;;29_11_20;12_58;78;A;;;;;;
Andrés;;29_11_20;13_05;83;A;;;;;;
Andrés;;01_12_20;11_54;83;A;1;un;;1;;
Andrés;;01_12_20;11_56;81;A;;;;;;
Andrés;;01_12_20;12_01;82;A;;;;;;
Andrés;;01_12_20;12_08;84;A;;T72;1;;1;
Andrés;;01_12_20;12_08;84;A;1;T74;;1;1;
Andrés;;01_12_20;12_12;80;A;;;;;;
Andrés;;01_12_20;12_13;79;A;;;;;;
Andrés;;01_12_20;12_14;78;A;;;;;;
Andrés;;01_12_20;12_20;41;;;R20;;;;on the tree
Andrés;;01_12_20;12_22;13;A;;S05;1;;1;
Andrés;;01_12_20;12_22;13;A;1;R20;1;;1;
Andrés;;01_12_20;12_22;13;A;3;N23;;1;;
Andrés;;01_12_20;12_22;13;A;3;D86;;1;;
Andrés;;01_12_20;12_30;14;A;2;L35;;1;1;
Andrés;;01_12_20;12_30;14;A;;E01;1;;;
Andrés;;01_12_20;12_35;17;A;;;;;;
Andrés;;01_12_20;12_37;19;A;1;un;1;;1;
Andrés;;01_12_20;12_37;19;A;1;T81;;1;1;
Andrés;;01_12_20;12_42;21;A;;un;1;;;
Andrés;;01_12_20;12_42;21;A;;X;1;;1;
Andrés;;01_12_20;12_46;22;A;3;un;;1;1;
Andrés;;01_12_20;12_50;1;A;;;;;;
Andrés;;01_12_20;12_53;2;A;;un;1;;1;
Andrés;;01_12_20;12_53;2;A;;un;1;;;
Andrés;;01_12_20;12_53;2;A;;un;1;;;
Andrés;;01_12_20;12_57;3;A;3;un;1;1;1;
Andrés;;01_12_20;12_57;3;A;1;un;;1;1;
Andrés;;01_12_20;13_04;5;A;1;un;;1;;
Andrés;;01_12_20;13_04;5;A;7;T63;1;;1;
Andrés;;01_12_20;13_11;7;A;;J13;1;;;
Andrés;;01_12_20;13_15;8;A;;un;1;;;
Andrés;;01_12_20;13_15;8;A;4;un;;1;1;
Andrés;;01_12_20;13_18;9;A;3;T71;1;1;1;
Andrés;;01_12_20;13_18;9;A;;X;1;;1;
Andrés;;01_12_20;13_23;10;A;1;un;;1;;
Andrés;;01_12_20;13_23;10;A;3;K41;1;;;
Andrés;;01_12_20;13_28;11;A;;;;;;
Andrés;;01_12_20;13_29;12;A;;;;;;
Andrés;;01_12_20;13_45;81;A;;P12;1;;;
Andrés;;01_12_20;13_45;81;A;;J56;1;;1;
Andrés;;01_12_20;13_50;40;A;;;;;;
Andrés;;01_12_20;13_52;36;B;;un;1;;;
Andrés;;01_12_20;13_55;37;;;T44;;;;on the tree
Andrés;;01_12_20;13_55;37;A;2;un;;1;1;
Andrés;;01_12_20;13_58;35;B;1;T44;1;;1;
Andrés;;01_12_20;13_58;35;B;;un;1;;1;
Andrés;;01_12_20;14_03;46;D;2;L23;1;1;1;
Andrés;;01_12_20;14_03;46;D;2;un;1;;1;
Andrés;;01_12_20;14_03;46;D;1;L23;;1;1;
Andrés;;01_12_20;14_03;46;E;;un;1;;;
Andrés;;01_12_20;14_03;46;E;;X;1;;1;
Andrés;;01_12_20;14_14;34;A;;un;1;;1;
Andrés;;01_12_20;14_23;33;;;;;;;
Andrés;;01_12_20;14_25;32;D;1;T80;;1;1;
Andrés;;01_12_20;14_25;32;D;;EX7;1;;;
Andrés;;01_12_20;14_25;32;D;;E88;1;;;
Andrés;;01_12_20;14_25;32;D;;P51;1;;;
Andrés;;01_12_20;14_35;38;A;;un;1;;;
Andrés;;01_12_20;14_35;38;A;;un;1;;;
Andrés;;01_12_20;14_39;39;A;;;;;;
Andrés;;01_12_20;14_40;31;A;1;collar;;1;;
Andrés;;01_12_20;14_41;30;A;;S49;1;;1;
Andrés;;01_12_20;14_41;30;A;1;KXX;;1;1;
Andrés;;01_12_20;15_01;23;A;;;;;;
Andrés;;01_12_20;15_04;24;B;;I87;1;;;
Andrés;;01_12_20;15_04;24;B;;un;1;;;
Andrés;;01_12_20;15_04;24;;;H51;;;;
Andrés;;01_12_20;15_04;24;;;un;;;;
Andrés;;01_12_20;15_04;24;E;;S57;1;;;
Andrés;;01_12_20;15_04;24;E;1;S17;;1;1;
Andrés;;01_12_20;15_18;25;G;;X;1;;1;
Andrés;;01_12_20;15_18;25;G;1;X;;1;1;
Andrés;;01_12_20;15_18;25;B;1;K76;1;;;
Andrés;;01_12_20;15_37;26;;;;;;;
Andrés;;01_12_20;15_42;27;;;;;;;
Andrés;;02_12_20;13_15;23;A;;;;;;
Andrés;;02_12_20;13_18;24;F;;un;1;;;
Andrés;;02_12_20;13_18;24;F;1;un;;1;;
Andrés;;02_12_20;13_18;24;B;;un;1;;;
Andrés;;02_12_20;13_18;24;C;1;H51;;1;;
Andrés;;02_12_20;13_18;24;C;1;un;;1;;
Andrés;;02_12_20;13_18;24;B;1;S40;;1;;
Andrés;;02_12_20;13_18;24;B;1;X;;1;;
Andrés;;02_12_20;13_18;24;E;1;P69;;1;1;
Andrés;;02_12_20;13_18;24;E;1;un;1;;;
Andrés;;02_12_20;13_18;24;G;1;S4X;;1;;maybe S46
Andrés;;02_12_20;13_18;24;G;1;un;;1;;
Andrés;;02_12_20;13_33;25;G;;K76;1;;;
Andrés;;02_12_20;13_33;25;B;2;T94;;1;1;
Andrés;;02_12_20;13_33;25;B;1;un;;1;1;
Andrés;;02_12_20;13_33;25;G;1;X;;1;1;
Andrés;;02_12_20;13_52;26;;;;;;;
Andrés;;02_12_20;13_54;27;A;1;S25;1;1;1;
Andrés;;02_12_20;14_09;34;A;2;un;;1;;
Andrés;;02_12_20;14_14;33;A;;HXX;1;;1;
Andrés;;02_12_20;14_14;33;;;I80;;;;
Andrés;;02_12_20;14_14;33;D;3;PX1;;1;1;
Andrés;;02_12_20;14_22;38;A;;S19;1;;;
Andrés;;02_12_20;14_26;39;A;;;;;;
Andrés;;02_12_20;14_28;31;A;1;H40;;1;1;
Andrés;;02_12_20;14_36;30;A;1;X;1;;;
Andrés;;02_12_20;14_36;30;A;1;unknown;;1;;
Andrés;;02_12_20;14_47;36;;;;;;;
Andrés;;02_12_20;14_52;37;;;;;;;
Andrés;;02_12_20;14_54;35;;;;;;;
Andrés;;02_12_20;14_57;40;;;;;;;
Andrés;;02_12_20;15_00;81;A;;;;;;
Andrés;;02_12_20;15_04;82;A;;;;;;
Andrés;;02_12_20;15_09;84;A;;;;;;
Andrés;;02_12_20;15_11;83;A;;un;1;;;
Andrés;;02_12_20;15_15;80;A;;;;;;
Andrés;;02_12_20;15_16;79;A;;;;;;
Andrés;;02_12_20;15_18;78;A;;;;;;
Andrés;;02_12_20;15_21;43;A;;S34;1;;;
Andrés;;02_12_20;15_24;13;A;;;;;;
Andrés;;02_12_20;15_27;14;A;;;;;;
Andrés;;02_12_20;15_38;17;A;;;;;;
Andrés;;02_12_20;15_41;18;A;;;;;;
Andrés;;02_12_20;15_42;19;A;;;;;;
Andrés;;02_12_20;15_45;21;A;;;;;;
Andrés;;02_12_20;15_47;22;A;;;;;;
Andrés;;02_12_20;15_49;1;A;;;;;;
Andrés;;02_12_20;15_51;2;A;;un;1;;;
Andrés;;02_12_20;15_51;2;A;;un;1;;;
Andrés;;02_12_20;15_51;2;A;3;J89;;1;1;
Andrés;;02_12_20;15_51;2;A;;N09;1;;;
Andrés;;02_12_20;15_51;2;A;4;collar;1;;;
Andrés;;02_12_20;15_59;3;A;3;un;1;;1;
Andrés;;02_12_20;16_02;4;A;2;E36;;1;1;
Andrés;;02_12_20;16_02;4;A;2;un;1;;1;
Andrés;;02_12_20;16_06;5;A;6;X6X;;1;;
Andrés;;02_12_20;16_06;5;A;5;un;;1;;
Andrés;;02_12_20;16_10;7;A;;;;;;
Andrés;;02_12_20;16_11;8;A;4;un;;1;1;
Andrés;;02_12_20;16_11;8;A;4;un;1;;;
Andrés;;02_12_20;16_13;9;A;;un;1;;;
Andrés;;02_12_20;16_14;10;A;;;;;;
Andrés;;02_12_20;16_19;11;A;1;S56;;1;;
Andrés;;02_12_20;16_25;12;A;;;;;;
Andrés;;03_12_20;10_49;1;A;;;;;;
Andrés;;03_12_20;10_54;2;A;;un;1;;;
Andrés;;03_12_20;10_54;2;A;;un;1;;;
Andrés;;03_12_20;10_54;2;A;8;N09;1;;;
Andrés;;03_12_20;10_54;2;A;3;un;;1;;
Andrés;;03_12_20;10_54;2;A;3;J89;;1;;
Andrés;;03_12_20;11_02;3;A;;;;;;
Andrés;;03_12_20;11_04;5;A;1;un;;1;;
Andrés;;03_12_20;11_04;5;A;2;un;;1;;
Andrés;;03_12_20;11_09;7;A;;J13;1;;1;
Andrés;;03_12_20;11_09;7;A;1;J46;;1;1;
Andrés;;03_12_20;11_14;8;A;;un;1;;1;
Andrés;;03_12_20;11_14;8;A;4;un;;1;1;
Andrés;;03_12_20;11_17;9;A;3;R18;1;;1;
Andrés;;03_12_20;11_17;9;A;;T71;1;;1;
Andrés;;03_12_20;11_23;10;A;3;K41;1;;1;
Andrés;;03_12_20;11_23;10;A;1;un;1;;;
Andrés;;03_12_20;11_28;11;A;;I49;1;;1;
Andrés;;03_12_20;11_28;11;A;;un;1;;;
Andrés;;03_12_20;11_34;12;A;;un;1;;1;
Andrés;;03_12_20;11_34;12;A;1;un;;1;1;
Andrés;;03_12_20;11_34;12;A;1;T24;;1;;
Andrés;;03_12_20;11_42;41;A;1;S34;;1;1;
Andrés;;03_12_20;11_42;41;A;;R20;;;;stealing
Andrés;;03_12_20;11_42;41;A;;R83;1;;;
Andrés;;03_12_20;11_52;13;A;1;R20;;1;1;
Andrés;;03_12_20;11_56;14;A;2;M38;;1;;
Andrés;;03_12_20;11_56;14;A;2;L35;;1;;
Andrés;;03_12_20;12_01;17;A;;;;;;
Andrés;;03_12_20;12_03;18;A;1;T81;1;1;1;
Andrés;;03_12_20;12_06;19;A;;;;;;
Andrés;;03_12_20;12_08;21;A;;T49;;;;
Andrés;;03_12_20;12_08;21;A;;un;;;;
Andrés;;03_12_20;12_08;21;A;;un;;;;
Andrés;;03_12_20;12_08;21;A;1;J14;1;1;1;
Andrés;;03_12_20;12_16;22;A;;un;1;;;
Andrés;;03_12_20;12_16;22;A;;un;1;;;
Andrés;;03_12_20;12_41;54;A;;un;1;;;
Andrés;;03_12_20;12_43;55;A;;S35;1;;;
Andrés;;03_12_20;12_43;55;A;7;un;;1;;
Andrés;;03_12_20;12_46;71;A;;;;;;
Andrés;;03_12_20;12_46;56;A;;;;;;
Andrés;;03_12_20;12_48;77;;;;;;;
Andrés;;03_12_20;12_50;27;;;;;;;
Andrés;;03_12_20;12_51;26;;;;;;;
Andrés;;03_12_20;12_54;25;B;;T94;1;;;
Andrés;;03_12_20;12_54;25;B;;un;1;;;
Andrés;;03_12_20;12_54;25;B;;un;1;;;
Andrés;;03_12_20;12_54;25;B;2;K76;;1;1;
Andrés;;03_12_20;12_54;25;G;;un;1;;1;
Andrés;;03_12_20;13_01;24;G;1;G74;;1;;
Andrés;;03_12_20;13_01;24;E;;T96;1;;;
Andrés;;03_12_20;13_01;24;E;;S17;;;;
Andrés;;03_12_20;13_01;24;E;;S57;1;;;
Andrés;;03_12_20;13_01;24;E;;P69;1;;1;
Andrés;;03_12_20;13_01;24;D;1;S45;;1;1;
Andrés;;03_12_20;13_01;24;D;1;S46;;1;1;
Andrés;;03_12_20;13_17;23;;;;;;;
Andrés;;03_12_20;13_22;31;;;;;;;
Andrés;;03_12_20;13_23;38;A;1;un;;1;1;
Andrés;;03_12_20;13_25;39;A;;;;;;
Andrés;;03_12_20;13_37;36;;;;;;;
Andrés;;03_12_20;13_40;37;C;;un;1;;;
Andrés;;03_12_20;13_42;35;B;;un;;1;1;
Andrés;;03_12_20;13_48;34;;;;;;;
Andrés;;03_12_20;13_51;33;;;;;;;
Andrés;;03_12_20;13_54;32;D;1;PX1;1;;;maybe P51
Andrés;;03_12_20;14_15;30;A;;K43;1;;1;
Andrés;;03_12_20;14_15;30;A;;S4X;1;;1;S48 or S49
Andrés;;03_12_20;14_27;40;;;;;;;
Andrés;;03_12_20;14_31;81;A;;;;;;
Andrés;;03_12_20;14_37;82;A;;;;;;
Andrés;;03_12_20;14_43;84;A;;;;;;
Andrés;;03_12_20;14_44;83;A;;;;;;
Andrés;;03_12_20;14_47;80;A;1;un;;1;;
Andrés;;03_12_20;14_51;79;A;;;;;;
Andrés;;03_12_20;14_52;78;A;;;;;;
Andrés;;03_12_20;14_56;12;A;;D86;1;;;
Andrés;;03_12_20;15_00;11;A;;;;;;
Andrés;;03_12_20;15_03;10;A;;K41;1;;1;
Andrés;;03_12_20;15_03;10;A;6;un;;1;;
Andrés;;03_12_20;15_08;9;A;;R18;1;;;
Andrés;;03_12_20;15_12;8;A;;un;1;;1;
Andrés;;03_12_20;15_12;8;A;;un;1;;1;
Andrés;;03_12_20;15_16;7;A;4;J13;1;;1;
Andrés;;03_12_20;15_16;7;A;1;J46;1;1;1;
Andrés;;03_12_20;15_24;5;A;;T90;1;;1;
Andrés;;03_12_20;15_28;4;A;;E8X;1;;;
Andrés;;03_12_20;15_28;4;A;;un;1;;;
Andrés;;03_12_20;15_33;3;A;;;;;;
Andrés;;03_12_20;15_36;2;A;;un;1;;;
Andrés;;03_12_20;15_39;1;A;;;;;;
Andrés;;03_12_20;15_41;22;A;;;;;;
Andrés;;03_12_20;15_43;21;A;;;;;;
Andrés;;03_12_20;15_45;18;A;;;;;;
Andrés;;03_12_20;15_45;19;A;;;;;;
Andrés;;03_12_20;15_49;17;A;;;;;;
Andrés;;03_12_20;15_51;14;A;4;un;1;;1;
Andrés;;03_12_20;15_54;13;A;2;S07;;1;;
Andrés;;03_12_20;15_54;13;A;2;R20;;1;;
Andrés;;03_12_20;15_54;13;A;;D86;1;;;
Andrés;;03_12_20;15_54;13;A;;N23;1;;;
Andrés;;03_12_20;16_03;41;A;;R83;1;;;
Andrés;;03_12_20;16_03;41;A;;S34;1;;;
Andrés;;08_12_20;11_06;1;A;1;un;1;1;1;
Andrés;;08_12_20;11_06;1;A;1;un;1;1;1;
Andrés;;08_12_20;11_10;2;A;;un;1;;;
Andrés;;08_12_20;11_10;2;A;;J89;1;;;
Andrés;;08_12_20;11_10;2;A;6;MXX;;1;;
Andrés;;08_12_20;11_19;3;A;;;;;;
Andrés;;08_12_20;11_21;4;A;2;un;;1;;
Andrés;;08_12_20;11_21;4;A;2;un;;1;;
Andrés;;08_12_20;11_24;5;A;;T63;1;;1;
Andrés;;08_12_20;11_28;7;A;4;J46;1;1;1;
Andrés;;08_12_20;11_28;7;A;4;J13;1;1;1;
Andrés;;08_12_20;11_35;8;A;;;;;;
Andrés;;08_12_20;11_37;9;A;;;;;;
Andrés;;08_12_20;11_40;10;A;;;;;;
Andrés;;08_12_20;11_42;11;A;;;;;;
Andrés;;08_12_20;11_43;12;A;;;;;;
Andrés;;08_12_20;11_45;41;A;;;;;;
Andrés;;08_12_20;11_47;13;A;;S09;1;;;
Andrés;;08_12_20;11_51;14;A;2;M38;;1;;
Andrés;;08_12_20;11_51;14;A;2;L35;;1;;
Andrés;;08_12_20;11_51;14;A;1;un;1;1;;
Andrés;;08_12_20;12_02;17;A;;;;;;
Andrés;;08_12_20;12_04;18;A;;;;;;
Andrés;;08_12_20;12_04;19;A;;;;;;
Andrés;;08_12_20;12_07;21;A;;;;;;
Andrés;;08_12_20;12_08;22;A;3;un;;1;;
Andrés;;08_12_20;12_08;22;A;3;un;;1;;
Andrés;;08_12_20;12_08;22;A;3;un;;1;;
Andrés;;08_12_20;12_22;24;C;;un;1;;;
Andrés;;08_12_20;12_26;25;B;2;un;1;;1;
Andrés;;08_12_20;12_26;25;;;H83;;;;
Andrés;;08_12_20;12_47;26;;;;;;;
Andrés;;08_12_20;12_50;27;;;;;;;
Andrés;;08_12_20;13_12;35;B;1;un;;1;1;
Andrés;;08_12_20;13_12;35;B;;TX4;1;;1;T34 or T44
Andrés;;08_12_20;13_17;37;;;;;;;
Andrés;;08_12_20;13_19;36;;;;;;;
Andrés;;08_12_20;13_24;40;;;;;;;
Andrés;;08_12_20;13_28;30;;;;;;;
Andrés;;08_12_20;13_34;31;;;;;;;
Andrés;;08_12_20;13_35;38;;;;;;;
Andrés;;08_12_20;13_36;39;;;;;;;
Andrés;;08_12_20;13_39;32;D;;un;1;;;
Andrés;;08_12_20;13_39;32;A;2;PXX;;1;;
Andrés;;08_12_20;13_39;32;D;;P51;1;;;
Andrés;;08_12_20;13_39;32;;;T03;1;;;
Andrés;;08_12_20;13_39;32;;;I80;1;;;
Andrés;;08_12_20;13_50;33;;;;;;;
Andrés;;08_12_20;13_55;34;A;1;un;;1;1;
Andrés;;08_12_20;14_08;81;A;;;;;;
Andrés;;08_12_20;14_13;82;A;;;;;;
Andrés;;08_12_20;14_20;84;A;;;;;;
Andrés;;08_12_20;14_22;83;A;;;;;;
Andrés;;08_12_20;14_54;80;A;;;;;;
Andrés;;08_12_20;14_58;79;;;;;;;
Andrés;;08_12_20;15_01;78;;;;;;;
Andrés;;08_12_20;15_04;41;;;;;;;
Andrés;;08_12_20;15_06;13;;;;;;;
Andrés;;08_12_20;15_09;14;;;;;;;
Andrés;;08_12_20;15_11;17;;;T81;;;;on the nest tree
Andrés;;08_12_20;15_17;18;;;;;;;
Andrés;;08_12_20;15_17;19;;;;;;;
Andrés;;08_12_20;15_21;21;A;2;X;;1;1;
Andrés;;08_12_20;15_21;21;A;2;un;;1;1;
Andrés;;08_12_20;15_21;21;A;;un;1;;;
Andrés;;08_12_20;15_26;22;A;;;;;;
Andrés;;08_12_20;15_28;1;A;;;;;;
Andrés;;08_12_20;15_29;2;A;;;;;;
Andrés;;08_12_20;15_31;3;A;;;;;;
Andrés;;08_12_20;15_33;4;;;un;;;;on the nest tree
Andrés;;08_12_20;15_33;4;;;un;;;;on the nest tree
Andrés;;08_12_20;15_33;4;;;E36;;;;on the nest tree
Andrés;;08_12_20;15_33;4;;;un;;;;on the nest tree
Andrés;;08_12_20;15_39;5;A;;;;;;
Andrés;;08_12_20;15_44;7;A;;;;;;
Andrés;;08_12_20;15_46;8;A;;;;;;
Andrés;;08_12_20;15_47;9;A;;;;;;
Andrés;;08_12_20;15_49;10;A;;;;;;
Andrés;;08_12_20;15_54;11;A;;;;;;
Andrés;;08_12_20;15_55;12;A;;;;;;
Andrés;;09_12_20;11_03;52;;;;;;;
Andrés;;09_12_20;11_05;53;;;;;;;
Andrés;;09_12_20;11_06;76;;;;;;;
Andrés;;09_12_20;11_08;54;;;;;;;
Andrés;;09_12_20;11_11;77;A;;T45;1;;1;
Andrés;;09_12_20;11_11;77;A;;un;1;;1;
Andrés;;09_12_20;11_17;55;A;;un;1;;;
Andrés;;09_12_20;11_17;55;A;;un;1;;;
Andrés;;09_12_20;11_20;56;A;;;;;;
Andrés;;09_12_20;11_21;71;A;1;K49;;1;;
Andrés;;09_12_20;11_21;71;A;;un;1;;;
Andrés;;09_12_20;11_29;27;A;;;;;;
Andrés;;09_12_20;11_31;26;A;;;;;;
Andrés;;09_12_20;11_36;24;G;1;G74;;1;;
Andrés;;09_12_20;11_36;24;G;1;X;;1;;
Andrés;;09_12_20;11_43;25;;;;;;;
Andrés;;09_12_20;11_49;;;;;;;;
Andrés;;09_12_20;11_51;32;A;3;T03;;1;1;
Andrés;;09_12_20;11_51;32;A;3;I80;1;;1;
Andrés;;09_12_20;11_51;32;A;;X;1;;;
Andrés;;09_12_20;12_00;31;A;1;H4X;;1;;
Andrés;;09_12_20;12_00;31;A;1;unknown;;1;;
Andrés;;09_12_20;12_00;31;B;;J52;1;;1;
Andrés;;09_12_20;12_00;31;B;;un;1;;1;
Andrés;;09_12_20;12_08;38;A;1;un;;1;1;
Andrés;;09_12_20;12_08;38;A;1;un;;1;1;
Andrés;;09_12_20;12_12;39;;;;;;;
Andrés;;09_12_20;12_16;30;;;;;;;
Andrés;;09_12_20;12_20;84;A;;;;;;
Andrés;;09_12_20;12_21;83;A;;;;;;
Andrés;;09_12_20;12_35;81;A;2;P12;;1;;
Andrés;;09_12_20;12_42;82;A;;;;;;
Andrés;;09_12_20;12_50;36;;;;;;;
Andrés;;09_12_20;12_55;37;;;;;;;
Andrés;;09_12_20;12_57;35;;;;;;;
Andrés;;09_12_20;12_59;34;A;;un;1;;;
Andrés;;09_12_20;12_59;34;A;1;un;;1;;
Andrés;;09_12_20;13_06;80;A;;;;;;
Andrés;;09_12_20;13_08;79;A;;;;;;
Andrés;;09_12_20;13_09;78;A;;;;;;
Andrés;;09_12_20;13_13;41;A;;R83;1;;;
Andrés;;09_12_20;13_13;41;A;;S34;1;;;
Andrés;;09_12_20;13_18;13;A;;;;;;
Andrés;;09_12_20;13_20;14;A;;;;;;
Andrés;;09_12_20;13_23;17;A;;;;;;
Andrés;;09_12_20;13_27;18;A;2;un;1;1;1;
Andrés;;09_12_20;13_30;19;A;1;T81;;1;;
Andrés;;09_12_20;13_30;19;A;1;un;;1;;
Andrés;;09_12_20;13_36;21;A;;;;;;
Andrés;;09_12_20;13_38;22;A;;;;;;
Andrés;;09_12_20;13_40;1;A;;T78;1;;;
Andrés;;09_12_20;13_40;1;A;;X;1;;;
Andrés;;09_12_20;13_40;1;A;;un;1;;;
Andrés;;09_12_20;13_40;1;A;;un;1;;;
Andrés;;09_12_20;13_45;2;A;7;T30;1;1;1;
Andrés;;09_12_20;13_45;2;A;7;un;1;1;1;
Andrés;;09_12_20;13_45;2;A;7;un;1;1;1;
Andrés;;09_12_20;13_45;2;A;;un;;1;;same un as in previous line
Andrés;;09_12_20;13_54;3;A;;;;;;
Andrés;;09_12_20;13_56;4;A;;;;;;
Andrés;;09_12_20;13_56;5;A;6;T90;;1;1;
Andrés;;09_12_20;13_56;5;A;;T63;1;;;
Andrés;;09_12_20;14_03;7;A;2;J46;1;;1;
Andrés;;09_12_20;14_10;8;A;4;un;;1;;
Andrés;;09_12_20;14_10;8;A;2;un;1;;1;
Andrés;;09_12_20;14_14;9;A;3;un;1;;1;
Andrés;;09_12_20;14_19;10;A;;;;;;
Andrés;;09_12_20;14_22;11;A;;;;;;
Andrés;;09_12_20;14_23;12;A;;T24;1;;1;
Andrés;;09_12_20;14_23;12;A;;un;1;;;
Andrés;;09_12_20;14_35;24;B;;un;1;;;
Andrés;;09_12_20;14_35;24;B;;I87;1;;;
